Recipe Name,Recipe Id,Ingredient Title,subtitle,ingredient,supcs,cuisine
Small Cheese and Charcuterie Board,22151,,,1 oz. Ham Prosciutto Sliced Americano,,Other
Small Cheese and Charcuterie Board,22151,,,1 oz. Salami Sliced Sopressata Snack,,Other
Small Cheese and Charcuterie Board,22151,,,5 units Cracker Toast Cherry Almond Linseed,,Other
Small Cheese and Charcuterie Board,22151,,,½ oz. Preserve Fig Macadamia,,Other
Small Cheese and Charcuterie Board,22151,,,1 oz. Cheese Fromage D’affinois Mini Frozen,,Other
Small Cheese and Charcuterie Board,22151,,,½ oz. Mustard French Whole Grain In Tin,,Other
Caramel Crumb Cake,22100,,,1 ea. Dessert Caramel Crumb,,Other
Caramel Crumb Cake,22100,,,¼ oz. Topping Raspberry,,Other
Caramel Crumb Cake,22100,,,¼ oz. Topping Chocolate,,Other
Caramel Crumb Cake,22100,,,1 oz. Imperial Fresh Strawberry,"1681958, 7068506",Other
Caramel Crumb Cake,22100,,,1 oz. Sysco Reliance Topping Whipped In Bag,2389534,Other
Caramel Crumb Cake,22100,,,Imperial Fresh Mint Herb for Garnish,"2037109, 2037117, 2037125, 4509436, 7187552",Other
Shoulder Tender with Gratin Potato,22099,,,5 lb. Beef Chuck Shoulder Tenderloin,243253,Other
Shoulder Tender with Gratin Potato,22099,,,32 fl. oz. Arrezzio Classic Oil Canola/Olive 80/20 Blend,5934302,Other
Shoulder Tender with Gratin Potato,22099,,,8 oz. Imperial Fresh Onions Sweet,"1000405, 1094721, 8313918, 5430202, 1074747, 7750243",Other
Shoulder Tender with Gratin Potato,22099,,,½ oz. Imperial Fresh Garlic Whole Peeled,"1821537, 7127443, 8853954",Other
Shoulder Tender with Gratin Potato,22099,,,4 oz. Glace Demi De Veal Classic,,Other
Shoulder Tender with Gratin Potato,22099,,,1 fl. oz. Red Cooking Wine,,Other
Shoulder Tender with Gratin Potato,22099,,,1 fl. oz. Sysco Classic Vinegar Red Wine 50 Grain,4113056,Other
Shoulder Tender with Gratin Potato,22099,,,½ oz. Sysco Imperial Mustard Dijon,4064978,Other
Shoulder Tender with Gratin Potato,22099,,,¼ oz. Mustard Dry,,Other
Shoulder Tender with Gratin Potato,22099,,,½ fl. oz. Mustard Prepared Yellow Salad,"4006797, 1608850, 4005385, 4006722, 4728858, 5106059, 5355112, 5912837",Other
Shoulder Tender with Gratin Potato,22099,,,1 oz. Sysco Classic Honey Pure Clover Grade A In Jug,"4361432, 8826893, 3374097, 3530128, 5611645, 4460176, 4932000",Other
Shoulder Tender with Gratin Potato,22099,,,1 ea. Potato Gourmet Gratin,,Other
Shoulder Tender with Gratin Potato,22099,,,¼ ea. Swiss Chard,,Other
Large Cheese and Charcuterie Board,22150,,,1 oz. Cheese Cheddar Prarie Breeze,,Other
Large Cheese and Charcuterie Board,22150,,,1 oz. Cheese Cambozola Black Label,,Other
Large Cheese and Charcuterie Board,22150,,,1 oz. Cheese Gouda Truffle Wedge,,Other
Large Cheese and Charcuterie Board,22150,,,½ oz. Cheese Goat Fig Honey,,Other
Large Cheese and Charcuterie Board,22150,,,1 oz. Pate Campagne Slices,,Other
Large Cheese and Charcuterie Board,22150,,,1 oz. Ham Prosciutto Sliced Americano,,Other
Large Cheese and Charcuterie Board,22150,,,1 oz. Salami Sliced Sopressata Snack,,Other
Large Cheese and Charcuterie Board,22150,,,5 units Cracker Toast Cherry Almond Linseed,,Other
Large Cheese and Charcuterie Board,22150,,,½ oz. Preserve Fig Macadamia,,Other
Large Cheese and Charcuterie Board,22150,,,1 ½ oz. Salami Dry Whips Old Forest,,Other
Large Cheese and Charcuterie Board,22150,,,1 oz. Duck Leg Confit,,Other
Large Cheese and Charcuterie Board,22150,,,½ oz. Preserve Grape Black Almond,,Other
Large Cheese and Charcuterie Board,22150,,,1 oz. Cheese Fromage D’affinois Mini Frozen,,Other
Large Cheese and Charcuterie Board,22150,,,5 units Cracker Specialty Toast Gluten Free,,Other
Large Cheese and Charcuterie Board,22150,,,½ oz. Mustard French Whole Grain In Tin,,Other
Roasted Half Duck with Yuzu Marmalade,22140,,,1 ea. Duck Half Roasted,,Other
Roasted Half Duck with Yuzu Marmalade,22140,,,1 fl. oz. Marmalade Fruit Yuzu 300 Grams,,Other
Roasted Half Duck with Yuzu Marmalade,22140,,,¼ ea. Imperial Fresh Lettuce Radicchio,"2512853, 1060953, 1471143",Other
Roasted Half Duck with Yuzu Marmalade,22140,,,1 ea. Imperial Fresh Oranges Fancy,"2252153, 2252161, 2252179, 2252203, 2252211, 2252971",Other
Roasted Half Duck with Yuzu Marmalade,22140,,,Peach Bits & Pieces Individually Quick Frozen 2.00 oz,7276983,Other
Roasted Half Duck with Yuzu Marmalade,22140,,,1 oz. Dressing Tarragon Lemon,,Other
Roasted Half Duck with Yuzu Marmalade,22140,,,1 fl. oz. Mix Cocktail Grenadine,,Other
New Zealand Rack of Lamb with Cherry Blossom Shoyu Demi,22145,,,½ ea. Sysco Imperial Lamb Rack Frenched 14-16 oz.,4036232,Other
New Zealand Rack of Lamb with Cherry Blossom Shoyu Demi,22145,,,¼ fl. oz. Sauce Soy Cherry Blossom Shoyu,,Other
New Zealand Rack of Lamb with Cherry Blossom Shoyu Demi,22145,,,1 oz. Glace Demi De Veal Classic,3038661,Other
New Zealand Rack of Lamb with Cherry Blossom Shoyu Demi,22145,,,¼ lb. Bok Choy Baby Fresh,,Other
New Zealand Rack of Lamb with Cherry Blossom Shoyu Demi,22145,,,½ lb. Reliance Fresh Potato Sweet,7152564,Other
New Zealand Rack of Lamb with Cherry Blossom Shoyu Demi,22145,,,Garnish with Green Micro Asian Mix,,Other
French Onion Soup Bites,22141,,,3 ea. Imperial Fresh Onion Red Jumbo Box,"1039494, 1094663, 1623610, 3341104, 5098905, 8313967, 8399925, 8877748, 1705995",Other
French Onion Soup Bites,22141,,,2 fl. oz. Arrezzio Classic Oil Canola/Olive 80/20 Blend,5934302,Other
French Onion Soup Bites,22141,,,1 oz. Sysco Classic Salt Kosher Flake Coarse,6040760,Other
French Onion Soup Bites,22141,,,¼ oz. Sysco Imperial/McCormick Spice Pepper Black Table Ground Medium,"5229273, 5229281, 5229356, 5229331",Other
French Onion Soup Bites,22141,,,1 oz. Sysco Classic Sauce Worcestershire,"1762927, 4007894, 4947994",Other
French Onion Soup Bites,22141,,,4 oz. Sysco Classic Sugar Brown Light Cane,5593702,Other
French Onion Soup Bites,22141,,,½ oz. Imperial Fresh Thyme Herb,"2005270, 2005296, 4509782, 2005262",Other
French Onion Soup Bites,22141,,,2 oz. Arrezzio Imperial Glaze Balsamic,,Other
French Onion Soup Bites,22141,,,16 oz. Sysco Classic Broth Beef,"8439244, 5568233",Other
French Onion Soup Bites,22141,,,24 ct. Pastry Shell Phyllo 1″,,Other
French Onion Soup Bites,22141,,,6 oz. Cheese Gruyere Grand Cru,,Other
"Duck Confit, Kale, and Farro Salad",22097,,,3 oz. Duck Confit Pulled Meat,,Other
"Duck Confit, Kale, and Farro Salad",22097,,,4 oz. Apple Fuji Flame-Roasted,6263289,Other
"Duck Confit, Kale, and Farro Salad",22097,,,4 oz. Kale Fresh Power Blend #2,4966146,Other
"Duck Confit, Kale, and Farro Salad",22097,,,2 oz. Potato Sweet Roasted Chunk,,Other
"Duck Confit, Kale, and Farro Salad",22097,,,2 oz. Grain Specialty Farro,,Other
"Duck Confit, Kale, and Farro Salad",22097,,,1 oz. Cheese Blue Crumble Large,"0671677, 1012327, 0698225, 0698639",Other
"Duck Confit, Kale, and Farro Salad",22097,,,½ c. Sysco Imperial Mayonnaise Heavy Duty,4002432,Other
"Duck Confit, Kale, and Farro Salad",22097,,,¼ c. Vinegar Apple Cider 50 Grain,4069373,Other
"Duck Confit, Kale, and Farro Salad",22097,,,¼ oz. Sysco Classic Salt Kosher Flake Coarse,6040760,Other
"Duck Confit, Kale, and Farro Salad",22097,,,¼ oz. Sysco Imperial/McCormick Spice Pepper Black Table Ground Medium,"5229273, 5229281, 5229356, 5229331",Other
"Duck Confit, Kale, and Farro Salad",22097,,,½ c. Arrezzio Classic Oil Olive Blend 80/20,5934302,Other
Bacon and Beer Cheese Soup,22091,,,½ lb. Sysco Classic Bacon Canadian Smoked,"1742725, 2592707, 0509762, 0509853, 1522956, 1604099, 6860399, 1005883, 2741205",Other
Bacon and Beer Cheese Soup,22091,,,½ lb. Imperial Fresh Onion Yellow Jumbo Bag,"1000405, 1094721, 8313918, 5430202, 1074747, 7750243",Other
Bacon and Beer Cheese Soup,22091,,,½ lb. Imperial Fresh Pepper Red Bell Choice,1079250,Other
Bacon and Beer Cheese Soup,22091,,,4 oz. Chile Green Roasted Hatch Medium Food Service,,Other
Bacon and Beer Cheese Soup,22091,,,1 oz. Sysco Classic Salt Kosher Flake Coarse,6040760,Other
Bacon and Beer Cheese Soup,22091,,,½ oz. Sysco Imperial/McCormick Spice Pepper Black Table Ground Medium,"5229273, 5229281, 5229356, 5229331",Other
Bacon and Beer Cheese Soup,22091,,,½ c. Sysco Classic Flour All Purpose Hotel & Restaurant Bleached Enriched Malted,8378111,Other
Bacon and Beer Cheese Soup,22091,,,32 oz. Sysco Classic Broth Chicken Reduced Sodium,"2906028, 5568241",Other
Bacon and Beer Cheese Soup,22091,,,12 oz. Budweiser Pub Cheddar Spread,,Other
Bacon and Beer Cheese Soup,22091,,,½ lb. Cheese Mozzarella Shredded Low Moisture Part Skim Fancy,2856108,Other
Bacon and Beer Cheese Soup,22091,,,½ oz. Sysco Imperial/McCormick Spice Paprika Smoked,"5229182, 5229240, 5254743, 5229174",Other
Bacon and Beer Cheese Soup,22091,,,1 ea. Cheese Parmesan Whisps,,Other
Bacon and Beer Cheese Soup,22091,,,¼ oz. Imperial Fresh Chives Herb,"2058840, 2058857, 2058881",Other
Chipotle Hot Chocolate,22083,,,24 oz. Pastry Cream Shelf Stable,,Other
Chipotle Hot Chocolate,22083,,,12 oz. Chocolate Bittersweet 60% Callets,,Other
Chipotle Hot Chocolate,22083,,,⅛ oz. Spice Cinnamon Ground Korintje,,Other
Chipotle Hot Chocolate,22083,,,⅓ oz. Bean Vanilla Paste Madagascar Bourbon,,Other
Chipotle Hot Chocolate,22083,,,½ oz. Paste Pepper Chipotle,,Other
Chipotle Hot Chocolate,22083,,,48 oz. Wholesome Farms Classic Cream Heavy 40% Extended Shelf Life Stabilized,"4041143, 4828802, 4649160, 4676779",Other
Peppermint Coffee Mocktail,22056,,,1-½ oz. Wholesome Farms Classic Cream Heavy 40% Extended Shelf Life Stabilized,"4041143, 4828802, 4649160, 4676779",Other
Peppermint Coffee Mocktail,22056,,,1 fl. oz. Syrup Coffee Espresso,,Other
Peppermint Coffee Mocktail,22056,,,¾ fl. oz. Syrup Peppermint,,Other
Peppermint Coffee Mocktail,22056,,,½ oz. Sysco Natural Juice Lemon Fresh Squeezed,"3865649, 3944574, 4063095",Other
Peppermint Coffee Mocktail,22056,,,½ oz. Wholesome Farms Classic Egg White Liquid,,Other
Peppermint Coffee Mocktail,22056,,,4 oz. Soda Club Can 6 X 4,,Other
Coconut Nog (Coquito),22055,Coconut Nog (Coquito) Single Serving,,8 oz. Coconut Nog (Coquito) Base,,Other
Coconut Nog (Coquito),22055,Coconut Nog (Coquito) Single Serving,,⅛ oz. Sauce Caramel,,Other
Coconut Nog (Coquito),22055,Coconut Nog (Coquito) Single Serving,,½ oz. Coconut Shredded Medium Sweet,7867217,Other
Coconut Nog (Coquito),22055,Coconut Nog (Coquito) Single Serving,,1 ea. Sysco Imperial/McCormick Spice Cinnamon Stick,5228648,Other
Coconut Nog (Coquito),22055,Coconut Nog (Coquito) Base,,14 oz. Casa Solana Milk Condensed Sweetened,"9312596, 1429370",Other
Coconut Nog (Coquito),22055,Coconut Nog (Coquito) Base,,12 fl. oz. Wholesome Farms Classic Milk Whole Gallon,"2327740, 6355857",Other
Coconut Nog (Coquito),22055,Coconut Nog (Coquito) Base,,16 oz. Puree Mix Pina Colada,,Other
Coconut Nog (Coquito),22055,Coconut Nog (Coquito) Base,,4 oz. Casa Solana Evaporated Milk,"3201704, 3202066, 4029070, 4219747",Other
Coconut Nog (Coquito),22055,Coconut Nog (Coquito) Base,,13-½ oz. Jade Mountain Milk Coconut Unsweetened,"1425982, 4190175",Other
Coconut Nog (Coquito),22055,Coconut Nog (Coquito) Base,,2 oz. Syrup Flavor Warm Spices Glass Bottle,,Other
Holiday Mule Mocktail,22054,,,¾ oz. Syrup Flavored Gingerbread Pet Bottle,,Other
Holiday Mule Mocktail,22054,,,¾ oz. Juice Lime Lightly Pasteurized,"3865730, 8768871",Other
Holiday Mule Mocktail,22054,,,½ oz. Juice Cranberry Cocktail,5388798,Other
Holiday Mule Mocktail,22054,,,4 oz. Drink Ginger Beer,,Other
Holiday Mule Mocktail,22054,,,½ oz. Cranberry Whole Individually Quick Frozen,2527653,Other
Holiday Mule Mocktail,22054,,,Imperial Fresh Rosemary,"2004810, 2004828, 2004844, 3248684",Other
Ham and Leek Farmer’s Pot Pie,22052,,,1 ea. Imperial Fresh Iceless Leek Bunch,2308161,Other
Ham and Leek Farmer’s Pot Pie,22052,,,½ oz. Wholesome Farms Imperial Butter Solid Unsalted 83% Minimum Butterfat European,"3030117, 3029438, 3031438",Other
Ham and Leek Farmer’s Pot Pie,22052,,,2 tsp. Sysco Classic Salt Kosher Flake Coarse,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",Other
Ham and Leek Farmer’s Pot Pie,22052,,,7-½ oz. Ham Applewood Ultimate Carving,3165051,Other
Ham and Leek Farmer’s Pot Pie,22052,,,2 oz. Cheese Cheddar with Whiskey Irish,,Other
Ham and Leek Farmer’s Pot Pie,22052,,,2 tbsp. Sysco Classic Walnut Halves & Pieces,4463600,Other
Ham and Leek Farmer’s Pot Pie,22052,,,1 ea. Egg Shell Extra Large Grade Aa White Usda,4767022,Other
Ham and Leek Farmer’s Pot Pie,22052,,,1 ea. Baker’s Source Classic Dough Puff Pastry Sheet 10″ X 15″,2227700,Other
Ham and Leek Farmer’s Pot Pie,22052,,,20 oz. Cream Sauce,,Other
Ham and Leek Farmer’s Pot Pie,22052,Cream Sauce,,1-½ oz. Wholesome Farms Imperial Butter Solid Unsalted 83% Minimum Butterfat European,"3030117, 3029438, 3031438",Other
Ham and Leek Farmer’s Pot Pie,22052,Cream Sauce,,1-½ oz. Sysco Classic Flour All Purpose Hotel & Restaurant Bleached Enriched Malted,8378111,Other
Ham and Leek Farmer’s Pot Pie,22052,Cream Sauce,,20 oz. Whole Milk All Natural,"2327740, 6355857",Other
Ham and Leek Farmer’s Pot Pie,22052,Cream Sauce,,2 tsp. Sysco Classic Kosher Salt,6040760,Other
Ham and Leek Farmer’s Pot Pie,22052,Cream Sauce,,1 tsp. Sysco Imperial/McCormick Spice Pepper Black Coarse Ground,"5229273, 5229281, 5229356, 5229331",Other
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Batch Peach BBQ,,½ gallon Sysco Classic Orange Juice,"1667785, 1668229, 2072536, 3865706, 3865896, 3943562, 4151910",American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Batch Peach BBQ,,3 pounds Peach Preserves,1679835,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Batch Peach BBQ,,2 tablespoons Chopped Calabrian Chiles,9905350,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Batch Peach BBQ,,4 ounces Sysco Imperial/McCormick Dark Chili Powder,"5228564, 5228572, 5239496, 5327463",American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Batch Peach BBQ,,1 each Sysco Imperial/McCormick Cinnamon Stick,5228648,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Batch Peach BBQ,,2 tablespoons Sysco Imperial/McCormick Coriander,"1771373, 4156319, 4929275, 5228671",American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Batch Peach BBQ,,1 tablespoon Sysco Imperial/McCormick Cumin Powder,5228713,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Batch Peach BBQ,,1 tablespoon Sysco Imperial/McCormick Smoked Paprika,"5229182, 5229240, 5254743, 5229174",American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Batch Peach BBQ,,6 ounces Sysco Classic Light Brown Sugar,5593702,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Batch Peach BBQ,,3 tablespoons Sysco Classic Kosher Salt,6040760,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Batch Peach BBQ,,1 tablespoon Sysco Imperial/McCormick Coarse Ground Black Pepper,"5229299, 5229307",American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Batch Peach BBQ,,2 cups Sysco Imperial Smokey Reserve BBQ Sauce,5778071,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Fennel Slaw,,"4 ounces Imperial Fresh Fennel, shaved",527952,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Fennel Slaw,,1-½ ounces Sysco Imperial Bleu Cheese Crumbles,"0671677, 1012327, 0698225, 0698639",American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Fennel Slaw,,½ teaspoon Sysco Classic Kosher Salt,6040760,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Fennel Slaw,,1 teaspoon Sysco Classic Granulated Sugar,"1801141, 2926727, 4782694, 5087572",American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Fennel Slaw,,2 teaspoon Sysco Classic Red Wine Vinegar,4113056,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Fennel Slaw,,2 tablespoons Arrezzio Imperial Extra Virgin Olive Oil,"5846714, 7064341",American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Fennel Slaw,,"Sysco Imperial/McCormick Freshly Ground Back Pepper, to taste","5229273, 5229281, 5229356, 5229331",American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Kansas City Wings,,10 each (1-1½ pounds) Sysco Classic Jumbo Chicken Wings,6344790,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Kansas City Wings,,3-4 fluid ounces Peach BBQ Sauce,,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Kansas City Wings,,2 ounces Sysco Classic Diced Peaches,2181705,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Kansas City Wings,,¾ ounce Chopped Calabrian Chiles,9905350,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Kansas City Wings,,2 ounces Fennel Slaw,,American
Kansas City BBQ Wings with Shaved Fennel & Bleu Cheese Slaw,21825,Kansas City Wings,,3 ounces Housemade Bleu Cheese,,American
San Francisco Bay Area Chowder,21828,,,5 lb. Shingle Center-Cut Honey Bacon,,American
San Francisco Bay Area Chowder,21828,,,3 lb. Clam Soup Base,"4944666, 5682877",American
San Francisco Bay Area Chowder,21828,,,5 lb. Imperial Fresh Celery Diced .25″,"1675776, 1121169, 1121151",American
San Francisco Bay Area Chowder,21828,,,5 lb. Imperial Fresh Yellow Onions Diced .25″,"1000405, 1094721, 8313918, 5430202, 1074747, 7750243",American
San Francisco Bay Area Chowder,21828,,,2 lb.  Garlic Chopped In Water,4484408,American
San Francisco Bay Area Chowder,21828,,,10 lb. Reliance Fresh Potato Diced 1/4″,"1543164, 3982972, 3983194, 5051279, 1008465, 1008432, 1008473",American
San Francisco Bay Area Chowder,21828,,,306 oz. Chopped Sea Clam,"1089036, 5178199, 7626203",American
San Francisco Bay Area Chowder,21828,,,12 oz Sysco Classic Coarse Kosher Flake Salt,6040760,American
San Francisco Bay Area Chowder,21828,,,4 oz. Sysco Imperial/McCormick Ground White Pepper,5229455,American
San Francisco Bay Area Chowder,21828,,,2 oz. Sysco Imperial/McCormick Whole Thyme Leaves,2005296,American
San Francisco Bay Area Chowder,21828,,,3 lb. Sysco Classic All Purpose Flour,8378111,American
San Francisco Bay Area Chowder,21828,,,1 gal. Wholesome Farms Classic Heavy Cream,"4041143, 4828802, 4649160, 4676779",American
San Francisco Bay Area Chowder,21828,,,5 oz. Sysco Classic Hot Sauce,"3523537, 5728191",American
San Francisco Bay Area Chowder,21828,,,½ gal. Cooking Chablis,,American
San Francisco Bay Area Chowder,21828,,,3 lb. Wholesome Farms Imperial Unsalted Butter,"3029438, 3030117, 3031442, 7475999, 5926928",American
San Francisco Bay Area Chowder,21828,,,1 oz. Sysco Imperial/McCormick Whole Bay Leaves,5158502,American
San Francisco Bay Area Chowder,21828,,,2 ct. Imperial Fresh Italian Parsley Bunch,"2219111, 1908359",American
Seattle Salmon Cakes,21827,,,12 oz. Boneless Skinless Sockeye Salmon,,American
Seattle Salmon Cakes,21827,,,1 oz. jade Mountain Classic Toasted Panko Japanese Bread Crumbs,"5966116, 5495478, 192674, 5495460",American
Seattle Salmon Cakes,21827,,,1 ea. Wholesome Farm Imperial Shell Egg White,4767022,American
Seattle Salmon Cakes,21827,,,1 fl. oz. Wholesome Farms Classic Heavy Whipping Cream,"4828802, 6935464, 3617935, 3726672",American
Seattle Salmon Cakes,21827,,,2 fl. oz. Sysco Imperial Culinary Premium Mayonnaise,"4002416, 4002390, 4116364",American
Seattle Salmon Cakes,21827,,,1 ea. Imperial Fresh Lemon,"2252005, 2252013, 2252021, 2252039",American
Seattle Salmon Cakes,21827,,,1 tsp. Imperial Fresh Chives,"2058840, 2058857, 2058881",American
Seattle Salmon Cakes,21827,,,2 tsp. Imperial Fresh  Italian Bunch Parsley,"2219111, 1908359",American
Seattle Salmon Cakes,21827,,,1 tsp. Imperial Fresh Baby Dill,"2005114, 2005122, 2005148",American
Seattle Salmon Cakes,21827,,,.75 tsp. Sysco Classic Coarse Kosher Flake Salt,6040760,American
Seattle Salmon Cakes,21827,,,.12 tsp. Sysco Imperial/McCormick Ground White Pepper,5229455,American
Seattle Salmon Cakes,21827,,,.12 tsp. Sysco Imperial/McCormick Ground Black Pepper,"5229273, 5229281, 5229356, 5229331",American
